import time: self [us] | cumulative | imported package
import time:       319 |        319 |                                           torch.ao.nn.quantized.modules.utils
import time:       593 |        911 |                                         torch.ao.nn.quantized.modules.conv
import time:       144 |        144 |                                         torch.ao.nn.quantized.modules.dropout
import time:       349 |        349 |                                         torch.ao.nn.quantized.modules.embedding_ops
import time:       276 |        276 |                                         torch.ao.nn.quantized.modules.functional_modules
import time:       245 |        245 |                                         torch.ao.nn.quantized.modules.linear
import time:       455 |        455 |                                         torch.ao.nn.quantized.modules.normalization
import time:       173 |        173 |                                         torch.ao.nn.quantized.modules.rnn
import time:       312 |       4387 |                                       torch.ao.nn.quantized.modules
import time:        11 |       4397 |                                     torch.ao.nn.quantized.modules.utils
import time:       345 |       4742 |                                   torch.ao.nn.quantized.functional
import time:       137 |       4879 |                                 torch.ao.nn.quantized
import time:       477 |       5356 |                               torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       251 |        251 |                               torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       402 |        402 |                               torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       270 |        270 |                               torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       156 |       6432 |                             torch.ao.nn.intrinsic.quantized.modules
import time:       117 |       6548 |                           torch.ao.nn.intrinsic.quantized
import time:       399 |        399 |                                   torch.ao.nn.quantized.dynamic.modules.conv
import time:       274 |        274 |                                   torch.ao.nn.quantized.dynamic.modules.linear
import time:       573 |        573 |                                   torch.ao.nn.quantized.dynamic.modules.rnn
import time:       193 |       1438 |                                 torch.ao.nn.quantized.dynamic.modules
import time:       905 |       2343 |                               torch.ao.nn.quantized.dynamic
import time:       289 |       2631 |                             torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       254 |       2885 |                           torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:       668 |      10100 |                         torch.ao.nn.intrinsic.quantized.dynamic
import time:       164 |      10263 |                       torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       162 |      10425 |                     torch.nn.intrinsic.quantized.dynamic.modules
import time:       202 |      10627 |                   torch.nn.intrinsic.quantized.dynamic
import time:       136 |        136 |                     torch.nn.intrinsic.quantized.modules.bn_relu
import time:        96 |         96 |                     torch.nn.intrinsic.quantized.modules.conv_relu
import time:        96 |         96 |                     torch.nn.intrinsic.quantized.modules.linear_relu
import time:       141 |        467 |                   torch.nn.intrinsic.quantized.modules
import time:       112 |      11205 |                 torch.nn.intrinsic.quantized
import time:       162 |      15408 |               torch.nn.intrinsic
import time:       783 |        783 |                               torch.ao.nn.qat.dynamic.modules.linear
import time:       216 |        999 |                             torch.ao.nn.qat.dynamic.modules
import time:       181 |       1179 |                           torch.ao.nn.qat.dynamic
import time:        12 |       1191 |                         torch.ao.nn.qat.dynamic.modules
import time:        11 |       1201 |                       torch.ao.nn.qat.dynamic.modules.linear
import time:       124 |       1325 |                     torch.nn.qat.dynamic.modules.linear
import time:       135 |       1459 |                   torch.nn.qat.dynamic.modules
import time:       203 |       1662 |                 torch.nn.qat.dynamic
import time:       117 |        117 |                   torch.nn.qat.modules.conv
import time:        76 |         76 |                   torch.nn.qat.modules.embedding_ops
import time:        76 |         76 |                   torch.nn.qat.modules.linear
import time:       131 |        398 |                 torch.nn.qat.modules
import time:       218 |       2278 |               torch.nn.qat
import time:       121 |        121 |                 torch.nn.quantizable.modules
import time:        98 |        218 |               torch.nn.quantizable
import time:       120 |        120 |                 torch.nn.quantized.dynamic
import time:        78 |         78 |                 torch.nn.quantized.functional
import time:        96 |         96 |                 torch.nn.quantized.modules
import time:       116 |        408 |               torch.nn.quantized
import time:       176 |        176 |               torch._size_docs
import time:        93 |         93 |               torch._storage_docs
import time:       713 |        713 |               torch._tensor_docs
import time:       183 |        183 |                             torch.ao.quantization.quant_type
import time:       391 |        574 |                           torch.ao.quantization.utils
import time:      2213 |       2787 |                         torch.ao.quantization.observer
import time:       401 |       3187 |                       torch.ao.quantization.fake_quantize
import time:       182 |        182 |                         torch.ao.quantization.fuser_method_mappings
import time:       333 |        514 |                       torch.ao.quantization.fuse_modules
import time:       476 |        476 |                       torch.ao.quantization.qconfig
import time:       204 |        204 |                       torch.ao.quantization.qconfig_mapping
import time:       280 |        280 |                               torch.ao.nn.quantized.reference.modules.utils
import time:       433 |        713 |                             torch.ao.nn.quantized.reference.modules.conv
import time:       152 |        152 |                             torch.ao.nn.quantized.reference.modules.linear
import time:       390 |        390 |                             torch.ao.nn.quantized.reference.modules.rnn
import time:       317 |        317 |                             torch.ao.nn.quantized.reference.modules.sparse
import time:       188 |       1757 |                           torch.ao.nn.quantized.reference.modules
import time:       134 |       1891 |                         torch.ao.nn.quantized.reference
import time:       507 |        507 |                                 torch.ao.nn.sparse.quantized.linear
import time:       237 |        237 |                                 torch.ao.nn.sparse.quantized.utils
import time:       197 |        939 |                               torch.ao.nn.sparse.quantized.dynamic.linear
import time:       148 |       1087 |                             torch.ao.nn.sparse.quantized.dynamic
import time:       145 |       1232 |                           torch.ao.nn.sparse.quantized
import time:       113 |       1344 |                         torch.ao.nn.sparse
import time:       189 |        189 |                         torch.ao.quantization.stubs
import time:       516 |       3938 |                       torch.ao.quantization.quantization_mappings
import time:       397 |        397 |                       torch.ao.quantization.quantize
import time:       299 |        299 |                       torch.ao.quantization.quantize_jit
import time:       363 |       9375 |                     torch.ao.quantization
import time:        14 |       9388 |                   torch.ao.quantization.fake_quantize
import time:       142 |       9530 |                 torch.quantization.fake_quantize
import time:       121 |        121 |                 torch.quantization.fuse_modules
import time:        97 |         97 |                 torch.quantization.fuser_method_mappings
import time:       105 |        105 |                 torch.quantization.observer
import time:        95 |         95 |                 torch.quantization.qconfig
import time:        79 |         79 |                 torch.quantization.quant_type
import time:        91 |         91 |                 torch.quantization.quantization_mappings
import time:        84 |         84 |                 torch.quantization.quantize
import time:        81 |         81 |                 torch.quantization.quantize_jit
import time:        89 |         89 |                 torch.quantization.stubs
import time:       160 |      10527 |               torch.quantization
import time:       141 |        141 |               torch.quasirandom
import time:        97 |         97 |               torch.multiprocessing._atfork
import time:       425 |        425 |               torch._lobpcg
import time:       117 |        117 |                   torch.masked._docs
import time:       219 |        219 |                         torch.masked.maskedtensor.core
import time:      1815 |       2034 |                       torch.masked.maskedtensor.binary
import time:       446 |        446 |                       torch.masked.maskedtensor.passthrough
import time:        94 |         94 |                         torch.masked.maskedtensor.creation
import time:       843 |        936 |                       torch.masked.maskedtensor.reductions
import time:      1684 |       1684 |                       torch.masked.maskedtensor.unary
import time:       127 |       5225 |                     torch.masked.maskedtensor
import time:        13 |       5237 |                   torch.masked.maskedtensor.core
import time:       543 |       5895 |                 torch.masked._ops
import time:       133 |       6028 |               torch.masked
import time:       282 |        282 |               torch.utils.dlpack
import time:        85 |         85 |                             torch._dispatch
import time:       356 |        441 |                           torch._dispatch.python
import time:      1114 |       1114 |                                 torch._library.fake_profile
import time:       234 |        234 |                                   torch.utils._mode_utils
import time:      4090 |       4324 |                                 torch._subclasses.meta_utils
import time:       256 |        256 |                                 torch.utils._stats
import time:      1072 |       1072 |                                   torch.fx.experimental.sym_node
import time:      1591 |       2662 |                                 torch._subclasses._fake_tensor_utils
import time:       263 |        263 |                                   torch._custom_op
import time:      2784 |       3047 |                                 torch._subclasses.fake_impls
import time:      4560 |      15959 |                               torch._subclasses.fake_tensor
import time:       356 |        356 |                               torch._subclasses.fake_utils
import time:       132 |      16447 |                             torch._subclasses
import time:        12 |      16458 |                           torch._subclasses.meta_utils
import time:       421 |      17319 |                         torch.fx.passes.shape_prop
import time:        71 |         71 |                         pydot
import time:       376 |      17765 |                       torch.fx.passes.graph_drawer
import time:       237 |        237 |                       torch.fx.passes.graph_manipulation
import time:      1541 |       1541 |                               torch.fx.passes.utils.matcher_utils
import time:       319 |       1859 |                             torch.fx.passes.utils.common
import time:       179 |       2037 |                           torch.fx.passes.utils
import time:       641 |        641 |                           torch.fx.passes.tools_common
import time:       687 |       3364 |                         torch.fx.passes.split_utils
import time:       735 |       4099 |                       torch.fx.passes.net_min_base
import time:       442 |        442 |                       torch.fx.passes.operator_support
import time:       270 |        270 |                       torch.fx.passes.param_fetch
import time:       290 |        290 |                       torch.fx.passes.regional_inductor
import time:       470 |        470 |                       torch.fx.passes.reinplace
import time:       210 |        210 |                         torch.fx._utils
import time:       786 |        786 |                           torch._subclasses.functional_tensor
import time:       339 |        339 |                           torch.utils._thunk
import time:       569 |        569 |                           torch.fx.experimental._backward_state
import time:      1568 |       3261 |                         torch.fx.experimental.proxy_tensor
import time:       263 |       3733 |                       torch.fx.passes.runtime_assert
import time:       394 |        394 |                       torch.fx.passes.split_module
import time:       843 |        843 |                       torch.fx.passes.splitter_base
import time:       217 |      28755 |                     torch.fx.passes
import time:       182 |        182 |                       torch.fx.passes.infra.pass_base
import time:       357 |        539 |                     torch.fx.passes.infra.pass_manager
import time:       132 |      29424 |                   torch.fx.passes.infra
import time:        11 |      29435 |                 torch.fx.passes.infra.pass_base
import time:       302 |        302 |                 torch.export.custom_ops
import time:       216 |        216 |                 torch.export._state_dict_utils
import time:       100 |        100 |                       torch.export._tree_utils
import time:      3902 |       3902 |                       torch.export.graph_signature
import time:       331 |        331 |                             torch._custom_op.autograd
import time:       736 |       1066 |                           torch._custom_op.impl
import time:       289 |       1355 |                         torch._custom_ops
import time:       643 |        643 |                         torch._export.utils
import time:     11256 |      11256 |                                     torch._higher_order_ops.schema
import time:     37628 |      48883 |                                   torch._higher_order_ops.utils
import time:     80800 |     129683 |                                 torch._higher_order_ops.auto_functionalize
import time:       324 |     130006 |                               torch._higher_order_ops.base_hop
import time:      1731 |     131737 |                             torch._higher_order_ops._invoke_quant
import time:      7419 |       7419 |                             torch._higher_order_ops.aoti_call_delegate
import time:       766 |        766 |                             torch._higher_order_ops.associative_scan
import time:       648 |        648 |                             torch._higher_order_ops.cond
import time:      2158 |       2158 |                               torch._higher_order_ops.invoke_leaf_function
import time:       471 |        471 |                               torch._higher_order_ops.print
import time:       222 |        222 |                                   torch._functorch._aot_autograd
import time:      1372 |       1593 |                                 torch._functorch._aot_autograd.utils
import time:       537 |       2129 |                               torch._higher_order_ops.torchbind
import time:      3156 |       7912 |                             torch._higher_order_ops.effects
import time:       809 |        809 |                             torch._higher_order_ops.executorch_call_delegate
import time:      1068 |       1068 |                             torch._higher_order_ops.flat_apply
import time:       640 |        640 |                                   torch.testing._internal
import time:       630 |       1270 |                                 torch.testing._internal.logging_tensor
import time:       915 |       2185 |                               torch.utils.checkpoint
import time:       990 |       3174 |                             torch._higher_order_ops.flex_attention
import time:       459 |        459 |                             torch._higher_order_ops.foreach_map
import time:       392 |        392 |                             torch._higher_order_ops.hints_wrap
import time:       488 |        488 |                             torch._higher_order_ops.inline_asm_elementwise
import time:       525 |        525 |                                   torch.utils._debug_mode._utils
import time:       897 |       1422 |                                 torch.utils._debug_mode._calls
import time:     50464 |      50464 |                                 torch.utils._debug_mode._mode
import time:      1705 |      53590 |                               torch.utils._debug_mode
import time:      2980 |      56569 |                             torch._higher_order_ops.invoke_subgraph
import time:       707 |        707 |                             torch._higher_order_ops.local_map
import time:       474 |        474 |                             torch._higher_order_ops.map
import time:       763 |        763 |                             torch._higher_order_ops.out_dtype
import time:       323 |        323 |                             torch._higher_order_ops.run_const_graph
import time:       365 |        365 |                               torch._higher_order_ops.partitioner
import time:       670 |       1035 |                             torch._higher_order_ops.scan
import time:       328 |        328 |                             torch._higher_order_ops.strict_mode
import time:       460 |        460 |                             torch._higher_order_ops.while_loop
import time:       548 |        548 |                             torch._higher_order_ops.wrap
import time:       363 |     216432 |                           torch._higher_order_ops
import time:        15 |     216447 |                         torch._higher_order_ops.flat_apply
import time:       468 |     218911 |                       torch._export.wrappers
import time:       522 |        522 |                       torch._export.config
import time:       530 |     223964 |                     torch._export
import time:        14 |     223977 |                   torch._export.utils
import time:       459 |     224436 |                 torch.export.decomp_utils
import time:       562 |        562 |                     torch._export.verifier
import time:      1150 |       1712 |                   torch.export.exported_program
import time:      1704 |       3415 |                 torch.export.dynamic_shapes
import time:       303 |        303 |                   torch.export._remove_effect_tokens_pass
import time:      1276 |       1578 |                 torch.export.unflatten
import time:       353 |     259732 |               torch.export
import time:       172 |        172 |                 torch._functorch.batch_norm_replacement
import time:       343 |        343 |                   torch.fx.experimental.const_fold
import time:       516 |        858 |                 torch._functorch.eager_transforms
import time:       244 |        244 |                 torch._functorch.functional_call
import time:       222 |       1495 |               torch.func
import time:       635 |        635 |               torch.distributed._meta_registrations
import time:       330 |        330 |                         torch.utils._content_store
import time:       267 |        596 |                       torch._prims.debug_prims
import time:       551 |        551 |                       torch._prims.rng_prims
import time:       629 |        629 |                       torch._prims_common.wrappers
import time:     53405 |      55180 |                     torch._prims
import time:     13062 |      68241 |                   torch._decomp.decompositions
import time:       384 |        384 |                     torch.testing._internal.common_dtype
import time:       691 |        691 |                     torch._refs._conversions
import time:      2290 |       2290 |                     torch._refs.fft
import time:       882 |        882 |                     torch._refs.linalg
import time:       252 |        252 |                       torch._refs.nn
import time:      2307 |       2559 |                     torch._refs.nn.functional
import time:      1536 |       1536 |                     torch._refs.special
import time:     17754 |      26093 |                   torch._refs
import time:       443 |      94776 |                 torch._decomp
import time:     40520 |     135296 |               torch._meta_registrations
import time:       999 |        999 |                 torch.compiler.config
import time:       370 |        370 |                   torch.utils._appending_byte_serializer
import time:       961 |       1331 |                 torch.compiler._cache
import time:       450 |       2778 |               torch.compiler
import time:       695 |        695 |                   torch._native.common_utils
import time:       835 |        835 |                     torch._native.registry
import time:       343 |       1177 |                   torch._native.dsl_registry
import time:       367 |       2239 |                 torch._native.cutedsl_utils
import time:       122 |        122 |                 torch._native.ops
import time:       130 |        130 |                 torch._native.triton_utils
import time:       272 |       2761 |               torch._native
import time:     22706 |     804221 |             torch
import time:      1050 |     805271 |           transformers.generation.logits_process
import time:      2159 |     807806 |         transformers.generation.configuration_utils
import time:      1114 |       1114 |           transformers.integrations
import time:      2931 |       2931 |             tokenizers.tokenizers
import time:       136 |        136 |                 tokenizers.decoders
import time:       120 |        120 |                 tokenizers.models
import time:       123 |        123 |                 tokenizers.normalizers
import time:       107 |        107 |                 tokenizers.pre_tokenizers
import time:       117 |        117 |                 tokenizers.processors
import time:       521 |       1122 |               tokenizers.implementations.base_tokenizer
import time:       262 |        262 |               tokenizers.implementations.bert_wordpiece
import time:       234 |        234 |               tokenizers.implementations.byte_level_bpe
import time:       806 |        806 |               tokenizers.implementations.char_level_bpe
import time:       149 |        149 |               tokenizers.implementations.sentencepiece_bpe
import time:       280 |        280 |               tokenizers.implementations.sentencepiece_unigram
import time:       214 |       3064 |             tokenizers.implementations
import time:       494 |       6488 |           tokenizers
import time:       187 |        187 |                     jmespath.compat
import time:       353 |        540 |                   jmespath.exceptions
import time:       275 |        814 |                 jmespath.lexer
import time:       255 |        255 |                 jmespath.ast
import time:       335 |        335 |                   jmespath.functions
import time:       847 |       1181 |                 jmespath.visitor
import time:       420 |       2669 |               jmespath.parser
import time:       219 |       2888 |             jmespath
import time:       373 |       3260 |           transformers.utils.chat_parsing_utils
import time:       927 |        927 |           transformers.convert_slow_tokenizer
import time:      3090 |      14876 |         transformers.modeling_gguf_pytorch_utils
import time:       465 |        465 |         transformers.modeling_rope_utils
import time:      1764 |    1854577 |       transformers.configuration_utils
import time:       179 |        179 |       sentence_transformers.backend.utils
import time:       289 |    1869748 |     sentence_transformers.backend.load
import time:       125 |        125 |     sentence_transformers.backend.optimize
import time:       284 |        284 |         sentence_transformers.util.decorators
import time:       367 |        367 |         sentence_transformers.util.distributed
import time:       250 |        250 |         sentence_transformers.util.environment
import time:       320 |        320 |         sentence_transformers.util.file_io
import time:       545 |        545 |         sentence_transformers.util.hard_negatives
import time:       272 |        272 |         sentence_transformers.util.logging
import time:       258 |        258 |         sentence_transformers.util.misc
import time:       254 |        254 |         sentence_transformers.util.quantization
import time:       252 |        252 |                 sklearn._config
import time:      1449 |       1449 |                   sklearn.__check_build._check_build
import time:       182 |       1631 |                 sklearn.__check_build
import time:       190 |        190 |                 sklearn._distributor_init
import time:       351 |        351 |                   sklearn.exceptions
import time:       126 |        126 |                           sklearn.utils._bunch
import time:      1105 |       1231 |                         sklearn.utils._metadata_requests
import time:       328 |       1558 |                       sklearn.utils.metadata_routing
import time:       367 |        367 |                               scipy.__config__
import time:        99 |         99 |                               scipy.version
import time:        16 |         16 |                                 scipy._distributor_init_local
import time:       115 |        130 |                               scipy._distributor_init
import time:       464 |        464 |                                   sysconfig
import time:        44 |         44 |                                   cython
import time:       627 |        627 |                                   _sysconfigdata__darwin_darwin
import time:       399 |        399 |                                   _osx_support
import time:      1305 |       2836 |                                 scipy._lib._testutils
import time:        93 |       2928 |                               scipy._lib
import time:      1308 |       1308 |                               scipy._lib._pep440
import time:      1337 |       1337 |                                   scipy._cyutility
import time:      3502 |       4838 |                                 scipy._lib._ccallback_c
import time:       338 |       5175 |                               scipy._lib._ccallback
import time:       334 |      10339 |                             scipy
import time:       324 |        324 |                                       numpy._typing._add_docstring
import time:       172 |        496 |                                     numpy.typing
import time:       542 |        542 |                                           scipy._lib.array_api_compat.common._typing
import time:       608 |       1149 |                                         scipy._lib.array_api_compat.common._helpers
import time:       218 |       1366 |                                       scipy._lib.array_api_compat.common
import time:       252 |       1618 |                                     scipy._lib.array_api_compat
import time:       194 |        194 |                                       scipy._lib.array_api_compat._internal
import time:       133 |        133 |                                         numpy.testing._private
import time:       104 |        104 |                                         numpy.testing.overrides
import time:       235 |        235 |                                         numpy.testing._private.extbuild
import time:       884 |        884 |                                         numpy.testing._private.utils
import time:       222 |       1576 |                                       numpy.testing
import time:       496 |        496 |                                           numpy._core.strings
import time:       220 |        220 |                                           numpy.strings
import time:       389 |       1104 |                                         numpy._core.defchararray
import time:       234 |       1337 |                                       numpy.char
import time:       400 |        400 |                                         numpy.ctypeslib._ctypeslib
import time:       197 |        597 |                                       numpy.ctypeslib
import time:       290 |        290 |                                           numpy.polynomial.polyutils
import time:       375 |        375 |                                           numpy.polynomial._polybase
import time:       604 |       1268 |                                         numpy.polynomial.chebyshev
import time:       393 |        393 |                                         numpy.polynomial.hermite
import time:       297 |        297 |                                         numpy.polynomial.hermite_e
import time:       329 |        329 |                                         numpy.polynomial.laguerre
import time:       327 |        327 |                                         numpy.polynomial.legendre
import time:       352 |        352 |                                         numpy.polynomial.polynomial
import time:       149 |       3113 |                                       numpy.polynomial
import time:      3212 |       3212 |                                         numpy.ma.core
import time:       855 |        855 |                                         numpy.ma.extras
import time:       283 |       4349 |                                       numpy.ma
import time:       266 |        266 |                                         numpy.core._utils
import time:       257 |        522 |                                       numpy.core
import time:       238 |        238 |                                       numpy.rec
import time:       266 |        266 |                                         numpy.f2py.diagnose
import time:       204 |        204 |                                           numpy.f2py._backends
import time:       175 |        175 |                                           numpy.f2py.__version__
import time:       436 |        436 |                                             numpy.f2py.cfuncs
import time:       577 |       1013 |                                           numpy.f2py.auxfuncs
import time:      1269 |       1269 |                                             numpy.f2py.cb_rules
import time:       223 |        223 |                                             numpy.f2py._isocbind
import time:       342 |        342 |                                               fileinput
import time:      1371 |       1371 |                                                     81d243bd2c585b0f4821__mypyc
import time:      1071 |       1071 |                                                     charset_normalizer.constant
import time:      1260 |       1260 |                                                       _multibytecodec
import time:       422 |       1681 |                                                     charset_normalizer.utils
import time:       512 |        512 |                                                     charset_normalizer.models
import time:      1672 |       6305 |                                                   charset_normalizer.cd
import time:      1207 |       1207 |                                                   _codecs_tw
import time:      1238 |       1238 |                                                   _codecs_hk
import time:      1381 |       1381 |                                                   _codecs_jp
import time:      1225 |       1225 |                                                   _codecs_kr
import time:      1269 |       1269 |                                                   _codecs_cn
import time:      1346 |       1346 |                                                   _codecs_iso2022
import time:     18988 |      32956 |                                                 charset_normalizer.api
import time:       211 |        211 |                                                 charset_normalizer.legacy
import time:       214 |        214 |                                                 charset_normalizer.version
import time:       263 |      33643 |                                               charset_normalizer
import time:      1389 |       1389 |                                               numpy.f2py.symbolic
import time:      5915 |      41288 |                                             numpy.f2py.crackfortran
import time:       464 |      43243 |                                           numpy.f2py.capi_maps
import time:       248 |        248 |                                             numpy.f2py.func2subr
import time:       324 |        572 |                                           numpy.f2py.f90mod_rules
import time:       279 |        279 |                                             numpy.f2py.common_rules
import time:       211 |        211 |                                             numpy.f2py.use_rules
import time:      3119 |       3609 |                                           numpy.f2py.rules
import time:       609 |      49420 |                                         numpy.f2py.f2py2e
import time:       755 |      50440 |                                       numpy.f2py
import time:       231 |        231 |                                         numpy.fft._helper
import time:      1438 |       1438 |                                           numpy.fft._pocketfft_umath
import time:       456 |       1893 |                                         numpy.fft._pocketfft
import time:       527 |       2651 |                                       numpy.fft
import time:      2472 |       2472 |                                             numpy.random._common
import time:      1566 |       4038 |                                           numpy.random.bit_generator
import time:      1438 |       5476 |                                         numpy.random._bounded_integers
import time:      1486 |       1486 |                                             numpy.random._pcg64
import time:      1958 |       3443 |                                           numpy.random._generator
import time:      1401 |       1401 |                                           numpy.random._mt19937
import time:      1680 |       1680 |                                           numpy.random._philox
import time:      1465 |       1465 |                                           numpy.random._sfc64
import time:      2173 |       2173 |                                           numpy.random.mtrand
import time:       313 |      10473 |                                         numpy.random._pickle
import time:       193 |      16141 |                                       numpy.random
import time:       648 |        648 |                                         scipy._lib.array_api_compat.common._aliases
import time:       260 |        260 |                                         scipy._lib.array_api_compat.numpy._typing
import time:       930 |       1837 |                                       scipy._lib.array_api_compat.numpy._aliases
import time:       311 |        311 |                                       scipy._lib.array_api_compat.numpy._info
import time:       514 |        514 |                                         scipy._lib.array_api_compat.common._linalg
import time:       411 |        925 |                                       scipy._lib.array_api_compat.numpy.linalg
import time:       130 |        130 |                                         scipy._lib.array_api_compat.common._fft
import time:       417 |        546 |                                       scipy._lib.array_api_compat.numpy.fft
import time:       817 |      85588 |                                     scipy._lib.array_api_compat.numpy
import time:       111 |        111 |                                           scipy._lib.array_api_extra._lib
import time:        91 |         91 |                                               scipy._lib.array_api_extra._lib._utils
import time:       112 |        112 |                                                     scipy._lib._sparse
import time:       211 |        323 |                                                   scipy._lib._array_api_override
import time:       105 |        428 |                                                 scipy._lib._array_api_compat_vendor
import time:       140 |        568 |                                               scipy._lib.array_api_extra._lib._utils._compat
import time:        90 |         90 |                                                 scipy._lib.array_api_extra._lib._utils._typing
import time:       342 |        431 |                                               scipy._lib.array_api_extra._lib._utils._helpers
import time:       382 |       1470 |                                             scipy._lib.array_api_extra._lib._at
import time:       345 |       1815 |                                           scipy._lib.array_api_extra._lib._funcs
import time:       651 |       2576 |                                         scipy._lib.array_api_extra._delegation
import time:       244 |        244 |                                         scipy._lib.array_api_extra._lib._lazy
import time:       321 |       3140 |                                       scipy._lib.array_api_extra
import time:       341 |       3480 |                                     scipy._lib.array_api_extra.testing
import time:       259 |        259 |                                           _pyrepl
import time:       296 |        554 |                                         _pyrepl.pager
import time:      1168 |       1721 |                                       pydoc
import time:      1114 |       2835 |                                     scipy._lib._docscrape
import time:       831 |      94844 |                                   scipy._lib._array_api
import time:      1296 |      96140 |                                 scipy._lib._util
import time:       428 |      96567 |                               scipy.sparse._sputils
import time:       206 |        206 |                               scipy.sparse._matrix
import time:       955 |      97726 |                             scipy.sparse._base
import time:      1860 |       1860 |                               scipy.sparse._sparsetools
import time:       548 |        548 |                                 scipy.sparse._data
import time:       327 |        327 |                                 scipy.sparse._index
import time:       622 |       1497 |                               scipy.sparse._compressed
import time:       440 |       3795 |                             scipy.sparse._csr
import time:       216 |        216 |                             scipy.sparse._csc
import time:      1978 |       1978 |                               scipy.sparse._csparsetools
import time:       411 |       2389 |                             scipy.sparse._lil
import time:       564 |        564 |                             scipy.sparse._dok
import time:       654 |        654 |                             scipy.sparse._coo
import time:       429 |        429 |                             scipy.sparse._dia
import time:       406 |        406 |                             scipy.sparse._bsr
import time:       275 |        275 |                               scipy._lib.deprecation
import time:      1386 |       1661 |                             scipy.sparse._construct
import time:       224 |        224 |                             scipy.sparse._extract
import time:       116 |        116 |                             scipy.sparse._matrix_io
import time:       156 |        156 |                             scipy.sparse.base
import time:       310 |        310 |                             scipy.sparse.bsr
import time:       204 |        204 |                             scipy.sparse.compressed
import time:      1029 |       1029 |                             scipy.sparse.construct
import time:       176 |        176 |                             scipy.sparse.coo
import time:       170 |        170 |                             scipy.sparse.csc
import time:        84 |         84 |                             scipy.sparse.csr
import time:        84 |         84 |                             scipy.sparse.data
import time:       570 |        570 |                             scipy.sparse.dia
import time:       174 |        174 |                             scipy.sparse.dok
import time:       150 |        150 |                             scipy.sparse.extract
import time:       211 |        211 |                             scipy.sparse.lil
import time:       374 |        374 |                             scipy.sparse.sparsetools
import time:       203 |        203 |                             scipy.sparse.sputils
import time:       618 |     123022 |                           scipy.sparse
import time:       291 |        291 |                                 joblib._multiprocessing_helpers
import time:       222 |        222 |                                   joblib.externals
import time:       255 |        255 |                                   joblib.externals.loky._base
import time:       403 |        403 |                                       multiprocessing.synchronize
import time:       327 |        327 |                                           multiprocessing.queues
import time:       523 |        850 |                                         concurrent.futures.process
import time:       233 |        233 |                                         joblib.externals.loky.backend.process
import time:       417 |       1499 |                                       joblib.externals.loky.backend.context
import time:       134 |       2034 |                                     joblib.externals.loky.backend
import time:        14 |       2048 |                                   joblib.externals.loky.backend.context
import time:       257 |        257 |                                     joblib.externals.loky.backend._posix_reduction
import time:      1028 |       1028 |                                       joblib.externals.cloudpickle.cloudpickle
import time:       277 |       1305 |                                     joblib.externals.cloudpickle
import time:       282 |       1842 |                                   joblib.externals.loky.backend.reduction
import time:        43 |         43 |                                       faulthandler
import time:       239 |        239 |                                       joblib.externals.loky.backend.queues
import time:        49 |         49 |                                         psutil
import time:       211 |        260 |                                       joblib.externals.loky.backend.utils
import time:       130 |        130 |                                       joblib.externals.loky.initializers
import time:        55 |         55 |                                       psutil
import time:       742 |       1465 |                                     joblib.externals.loky.process_executor
import time:       317 |       1782 |                                   joblib.externals.loky.reusable_executor
import time:       246 |        246 |                                   joblib.externals.loky.cloudpickle_wrapper
import time:       308 |       6701 |                                 joblib.externals.loky
import time:       271 |       7262 |                               joblib._cloudpickle_wrapper
import time:       450 |        450 |                                 joblib._utils
import time:       513 |        513 |                                 multiprocessing.pool
